Season,HomeTeam,AwayTeam,1HHG,1HAG,1HR,2HHG,2HAG,2HR,FTHG,FTAG,FTR,1HSumGoals,2HSumGoals,FTSumGoals,1HScore,2HScore,FTScore,2.5,Winner,BothScored,2.5/Winner,2.5/BothScored,Winner/BothScored,Result,HalfTvsFullT,2.5/Winner/BothScored
2012-13,Newcastle,Swansea,0,0,X,1,2,2,1,2,2,0,3,3,0:0,1:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2012-13,Norwich,Man United,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,QPR,Southampton,0,2,2,1,1,X,1,3,2,2,2,4,0:2,1:1,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2012-13,Reading,Everton,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2012-13,West Brom,Chelsea,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,Fulham,Sunderland,0,0,X,1,3,2,1,3,2,0,4,4,0:0,1:3,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,X/2,+2.5/2/yes
2012-13,West Ham,Stoke,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2012-13,Aston Villa,Arsenal,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Everton,Norwich,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2012-13,Man United,QPR,0,0,X,3,1,1,3,1,1,0,4,4,0:0,3:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2012-13,Stoke,Fulham,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2012-13,Sunderland,West Brom,0,2,2,2,2,X,2,4,2,2,4,6,0:2,2:2,2:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:2,2/2,+2.5/2/yes
2012-13,Wigan,Reading,0,1,2,3,1,1,3,2,1,1,4,5,0:1,3:1,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,2/1,+2.5/1/yes
2012-13,Chelsea,Man City,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Southampton,Newcastle,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2012-13,Swansea,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Tottenham,West Ham,1,0,1,2,1,1,3,1,1,1,3,4,1:0,2:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Aston Villa,Reading,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Sunderland,QPR,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Chelsea,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Everton,Arsenal,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,Man United,West Ham,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2012-13,Southampton,Norwich,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,Stoke,Newcastle,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,Swansea,West Brom,3,1,1,0,0,X,3,1,1,4,0,4,3:1,0:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Tottenham,Liverpool,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Wigan,Man City,0,0,X,0,2,2,0,2,2,0,2,2,0:0,0:2,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,X/2,-2.5/2/no
2012-13,Arsenal,Swansea,0,0,X,0,2,2,0,2,2,0,2,2,0:0,0:2,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,X/2,-2.5/2/no
2012-13,Fulham,Tottenham,0,0,X,0,3,2,0,3,2,0,3,3,0:0,0:3,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,X/2,+2.5/2/no
2012-13,Liverpool,Southampton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2012-13,Man City,Everton,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,QPR,Aston Villa,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,Reading,Man United,3,4,2,0,0,X,3,4,2,7,0,7,3:4,0:0,3:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:3,2/2,+2.5/2/yes
2012-13,West Brom,Stoke,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2012-13,West Ham,Chelsea,0,1,2,3,0,1,3,1,1,1,3,4,0:1,3:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,2/1,+2.5/1/yes
2012-13,Norwich,Sunderland,2,1,1,0,0,X,2,1,1,3,0,3,2:1,0:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Newcastle,Wigan,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2012-13,Arsenal,West Brom,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2012-13,Aston Villa,Stoke,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Southampton,Reading,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Sunderland,Chelsea,0,2,2,1,1,X,1,3,2,2,2,4,0:2,1:1,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2012-13,Swansea,Norwich,0,3,2,3,1,1,3,4,2,3,4,7,0:3,3:1,3:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:3,2/2,+2.5/2/yes
2012-13,Wigan,QPR,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2012-13,Everton,Tottenham,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,Man City,Man United,0,2,2,2,1,1,2,3,2,2,3,5,0:2,2:1,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,2/2,+2.5/2/yes
2012-13,West Ham,Liverpool,2,1,1,0,2,2,2,3,2,3,2,5,2:1,0:2,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,1/2,+2.5/2/yes
2012-13,Fulham,Newcastle,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Sunderland,Reading,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2012-13,Liverpool,Aston Villa,0,2,2,1,1,X,1,3,2,2,2,4,0:2,1:1,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2012-13,Man United,Sunderland,2,0,1,1,1,X,3,1,1,2,2,4,2:0,1:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Newcastle,Man City,0,2,2,1,1,X,1,3,2,2,2,4,0:2,1:1,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2012-13,Norwich,Wigan,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,QPR,Fulham,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,Stoke,Everton,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2012-13,Tottenham,Swansea,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,West Brom,West Ham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Reading,Arsenal,0,3,2,2,2,X,2,5,2,3,4,7,0:3,2:2,2:5,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,5:2,2/2,+2.5/2/yes
2012-13,Liverpool,Fulham,2,0,1,2,0,1,4,0,1,2,2,4,2:0,2:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2012-13,Man City,Reading,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Newcastle,QPR,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Southampton,Sunderland,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2012-13,Tottenham,Stoke,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,West Brom,Norwich,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,West Ham,Everton,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2012-13,Wigan,Arsenal,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2012-13,Chelsea,Aston Villa,3,0,1,5,0,1,8,0,1,3,5,8,3:0,5:0,8:0,2.5,1,no,+2.5/1,+2.5/no,1/no,8:0,1/1,+2.5/1/no
2012-13,Swansea,Man United,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,Aston Villa,Tottenham,0,0,X,0,4,2,0,4,2,0,4,4,0:0,0:4,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,X/2,+2.5/2/no
2012-13,Everton,Wigan,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,Fulham,Southampton,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2012-13,Man United,Newcastle,1,2,2,3,1,1,4,3,1,3,4,7,1:2,3:1,4:3,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:3,2/1,+2.5/1/yes
2012-13,Norwich,Chelsea,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2012-13,QPR,West Brom,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2012-13,Reading,Swansea,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Stoke,Liverpool,2,1,1,1,0,1,3,1,1,3,1,4,2:1,1:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Sunderland,Man City,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Arsenal,Newcastle,1,1,X,6,2,1,7,3,1,2,8,10,1:1,6:2,7:3,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,7:3,X/1,+2.5/1/yes
2012-13,Aston Villa,Wigan,0,1,2,0,2,2,0,3,2,1,2,3,0:1,0:2,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,2/2,+2.5/2/no
2012-13,Fulham,Swansea,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2012-13,Man United,West Brom,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2012-13,Norwich,Man City,1,2,2,2,2,X,3,4,2,3,4,7,1:2,2:2,3:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:3,2/2,+2.5/2/yes
2012-13,Reading,West Ham,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2012-13,Stoke,Southampton,1,3,2,2,0,1,3,3,X,4,2,6,1:3,2:0,3:3,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,3:3,2/X,+2.5/X/yes
2012-13,Sunderland,Tottenham,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2012-13,Everton,Chelsea,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2012-13,QPR,Liverpool,0,3,2,0,0,X,0,3,2,3,0,3,0:3,0:0,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,2/2,+2.5/2/no
2012-13,Man City,Stoke,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2012-13,Southampton,Arsenal,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2012-13,Swansea,Aston Villa,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2012-13,Tottenham,Reading,1,1,X,2,0,1,3,1,1,2,2,4,1:1,2:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2012-13,West Brom,Fulham,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2012-13,West Ham,Norwich,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Wigan,Man United,0,2,2,0,2,2,0,4,2,2,2,4,0:2,0:2,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,2/2,+2.5/2/no
2012-13,Chelsea,QPR,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2012-13,Liverpool,Sunderland,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2012-13,Newcastle,Everton,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2012-13,Aston Villa,Southampton,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2012-13,Everton,Swansea,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Fulham,Wigan,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2012-13,Norwich,Newcastle,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,QPR,Tottenham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Reading,West Brom,0,1,2,3,1,1,3,2,1,1,4,5,0:1,3:1,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,2/1,+2.5/1/yes
2012-13,Stoke,Chelsea,0,1,2,0,3,2,0,4,2,1,3,4,0:1,0:3,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,2/2,+2.5/2/no
2012-13,Sunderland,West Ham,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2012-13,Arsenal,Man City,0,2,2,0,0,X,0,2,2,2,0,2,0:2,0:0,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2012-13,Man United,Liverpool,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Chelsea,Southampton,2,0,1,0,2,2,2,2,X,2,2,4,2:0,0:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2012-13,Liverpool,Norwich,2,0,1,3,0,1,5,0,1,2,3,5,2:0,3:0,5:0,2.5,1,no,+2.5/1,+2.5/no,1/no,5:0,1/1,+2.5/1/no
2012-13,Man City,Fulham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2012-13,Newcastle,Reading,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2012-13,Swansea,Stoke,0,0,X,3,1,1,3,1,1,0,4,4,0:0,3:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2012-13,West Brom,Aston Villa,0,2,2,2,0,1,2,2,X,2,2,4,0:2,2:0,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2012-13,West Ham,QPR,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2012-13,Wigan,Sunderland,1,3,2,1,0,1,2,3,2,4,1,5,1:3,1:0,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,2/2,+2.5/2/yes
2012-13,Chelsea,Arsenal,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Tottenham,Man United,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2012-13,Southampton,Everton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Arsenal,West Ham,1,1,X,4,0,1,5,1,1,2,4,6,1:1,4:0,5:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:1,X/1,+2.5/1/yes
2012-13,Aston Villa,Newcastle,0,2,2,1,0,1,1,2,2,2,1,3,0:2,1:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2012-13,QPR,Man City,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Stoke,Wigan,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2012-13,Sunderland,Swansea,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Arsenal,Liverpool,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2012-13,Everton,West Brom,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Fulham,West Ham,1,0,1,2,1,1,3,1,1,1,3,4,1:0,2:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Man United,Southampton,2,1,1,0,0,X,2,1,1,3,0,3,2:1,0:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2012-13,Norwich,Tottenham,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2012-13,Reading,Chelsea,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2012-13,Arsenal,Stoke,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Everton,Aston Villa,1,2,2,2,1,1,3,3,X,3,3,6,1:2,2:1,3:3,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,3:3,2/X,+2.5/X/yes
2012-13,Fulham,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2012-13,Newcastle,Chelsea,1,0,1,2,2,X,3,2,1,1,4,5,1:0,2:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2012-13,QPR,Norwich,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Reading,Sunderland,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2012-13,West Ham,Swansea,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2012-13,Wigan,Southampton,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2012-13,Man City,Liverpool,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2012-13,West Brom,Tottenham,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2012-13,Chelsea,Wigan,1,0,1,3,1,1,4,1,1,1,4,5,1:0,3:1,4:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:1,1/1,+2.5/1/yes
2012-13,Norwich,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2012-13,Southampton,Man City,2,1,1,1,0,1,3,1,1,3,1,4,2:1,1:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2012-13,Stoke,Reading,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
