,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
3191,2016-17;Everton;Arsenal;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3192,2016-17;Crystal Palace;Man United;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3193,2016-17;Man City;Watford;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3194,2016-17;Middlesbrough;Liverpool;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3195,2016-17;Stoke;Southampton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3196,2016-17;Sunderland;Chelsea;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3197,2016-17;Tottenham;Hull;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3198,2016-17;West Brom;Swansea;0;0;0;3;1;1;3;1;1;0;4;4;0:0;3:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3199,2016-17;West Ham;Burnley;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3200,2016-17;Crystal Palace;Chelsea;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3201,2016-17;Middlesbrough;Swansea;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3202,2016-17;Stoke;Leicester;2;0;1;0;2;2;2;2;0;2;2;4;2:0;0:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3203,2016-17;Sunderland;Watford;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3204,2016-17;West Brom;Man United;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3205,2016-17;West Ham;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3206,2016-17;Bournemouth;Southampton;1;1;0;0;2;2;1;3;2;2;2;4;1:1;0:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3207,2016-17;Man City;Arsenal;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3208,2016-17;Tottenham;Burnley;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3209,2016-17;Everton;Liverpool;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3210,2016-17;Arsenal;West Brom;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3211,2016-17;Burnley;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3212,2016-17;Chelsea;Bournemouth;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3213,2016-17;Hull;Man City;0;0;0;0;3;2;0;3;2;0;3;3;0:0;0:3;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3214,2016-17;Leicester;Everton;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3215,2016-17;Man United;Sunderland;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3216,2016-17;Swansea;West Ham;0;1;2;1;3;2;1;4;2;1;4;5;0:1;1:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3217,2016-17;Watford;Crystal Palace;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3218,2016-17;Liverpool;Stoke;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3219,2016-17;Southampton;Tottenham;1;1;0;0;3;2;1;4;2;2;3;5;1:1;0:3;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3220,2016-17;Hull;Everton;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3221,2016-17;Burnley;Sunderland;1;0;1;3;1;1;4;1;1;1;4;5;1:0;3:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
3222,2016-17;Chelsea;Stoke;1;0;1;3;2;1;4;2;1;1;5;6;1:0;3:2;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
3223,2016-17;Leicester;West Ham;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3224,2016-17;Liverpool;Man City;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3225,2016-17;Man United;Middlesbrough;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3226,2016-17;Southampton;West Brom;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3227,2016-17;Swansea;Bournemouth;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3228,2016-17;Arsenal;Crystal Palace;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3229,2016-17;Watford;Tottenham;0;3;2;1;1;0;1;4;2;3;2;5;0:3;1:1;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
3230,2016-17;Everton;Southampton;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3231,2016-17;Man City;Burnley;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3232,2016-17;Middlesbrough;Leicester;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3233,2016-17;Sunderland;Liverpool;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3234,2016-17;West Brom;Hull;0;1;2;3;0;1;3;1;1;1;3;4;0:1;3:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3235,2016-17;West Ham;Man United;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3236,2016-17;Bournemouth;Arsenal;2;0;1;1;3;2;3;3;0;2;4;6;2:0;1:3;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
3237,2016-17;Crystal Palace;Swansea;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3238,2016-17;Stoke;Watford;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3239,2016-17;Tottenham;Chelsea;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3240,2016-17;Burnley;Southampton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3241,2016-17;Hull;Bournemouth;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3242,2016-17;Leicester;Chelsea;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3243,2016-17;Sunderland;Stoke;1;3;2;0;0;0;1;3;2;4;0;4;1:3;0:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3244,2016-17;Swansea;Arsenal;0;1;2;0;3;2;0;4;2;1;3;4;0:1;0:3;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3245,2016-17;Tottenham;West Brom;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3246,2016-17;Watford;Middlesbrough;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3247,2016-17;West Ham;Crystal Palace;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3248,2016-17;Everton;Man City;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3249,2016-17;Man United;Liverpool;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3250,2016-17;Bournemouth;Watford;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3251,2016-17;Crystal Palace;Everton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
3252,2016-17;Liverpool;Swansea;0;0;0;2;3;2;2;3;2;0;5;5;0:0;2:3;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
3253,2016-17;Man City;Tottenham;0;0;0;2;2;0;2;2;0;0;4;4;0:0;2:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3254,2016-17;Middlesbrough;West Ham;1;2;2;0;1;2;1;3;2;3;1;4;1:2;0:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3255,2016-17;Stoke;Man United;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3256,2016-17;West Brom;Sunderland;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3257,2016-17;Arsenal;Burnley;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3258,2016-17;Chelsea;Hull;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3259,2016-17;Southampton;Leicester;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3260,2016-17;Arsenal;Watford;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3261,2016-17;Bournemouth;Crystal Palace;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3262,2016-17;Burnley;Leicester;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3263,2016-17;Liverpool;Chelsea;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3264,2016-17;Middlesbrough;West Brom;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3265,2016-17;Sunderland;Tottenham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3266,2016-17;Swansea;Southampton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3267,2016-17;Man United;Hull;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3268,2016-17;Stoke;Everton;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3269,2016-17;West Ham;Man City;0;3;2;0;1;2;0;4;2;3;1;4;0:3;0:1;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3270,2016-17;Chelsea;Arsenal;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3271,2016-17;Crystal Palace;Sunderland;0;4;2;0;0;0;0;4;2;4;0;4;0:4;0:0;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3272,2016-17;Everton;Bournemouth;3;0;1;3;3;0;6;3;1;3;6;9;3:0;3:3;6:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;6:3
3273,2016-17;Hull;Liverpool;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3274,2016-17;Southampton;West Ham;1;2;2;0;1;2;1;3;2;3;1;4;1:2;0:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3275,2016-17;Tottenham;Middlesbrough;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3276,2016-17;Watford;Burnley;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3277,2016-17;West Brom;Stoke;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3278,2016-17;Leicester;Man United;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
3279,2016-17;Man City;Swansea;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3280,2016-17;Arsenal;Hull;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3281,2016-17;Liverpool;Tottenham;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3282,2016-17;Man United;Watford;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3283,2016-17;Middlesbrough;Everton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3284,2016-17;Stoke;Crystal Palace;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3285,2016-17;Sunderland;Southampton;0;2;2;0;2;2;0;4;2;2;2;4;0:2;0:2;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
3286,2016-17;West Ham;West Brom;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3287,2016-17;Burnley;Chelsea;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3288,2016-17;Swansea;Leicester;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3289,2016-17;Bournemouth;Man City;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3290,2016-17;Chelsea;Swansea;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3291,2016-17;Crystal Palace;Middlesbrough;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3292,2016-17;Everton;Sunderland;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3293,2016-17;Hull;Burnley;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3294,2016-17;Watford;West Ham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3295,2016-17;West Brom;Bournemouth;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3296,2016-17;Tottenham;Stoke;4;0;1;0;0;0;4;0;1;4;0;4;4:0;0:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3297,2016-17;Leicester;Liverpool;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3298,2016-17;Leicester;Hull;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3299,2016-17;Liverpool;Arsenal;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3300,2016-17;Man United;Bournemouth;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3301,2016-17;Stoke;Middlesbrough;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3302,2016-17;Swansea;Burnley;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3303,2016-17;Watford;Southampton;1;2;2;2;2;0;3;4;2;3;4;7;1:2;2:2;3:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:3
3304,2016-17;West Brom;Crystal Palace;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3305,2016-17;Sunderland;Man City;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3306,2016-17;Tottenham;Everton;1;0;1;2;2;0;3;2;1;1;4;5;1:0;2:2;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3307,2016-17;West Ham;Chelsea;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3308,2016-17;Man City;Stoke;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3309,2016-17;Bournemouth;West Ham;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
3310,2016-17;Everton;West Brom;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3311,2016-17;Hull;Swansea;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3312,2016-17;Liverpool;Burnley;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3313,2016-17;Bournemouth;Swansea;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3314,2016-17;Crystal Palace;Watford;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3315,2016-17;Everton;Hull;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3316,2016-17;Stoke;Chelsea;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3317,2016-17;Sunderland;Burnley;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3318,2016-17;West Brom;Arsenal;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3319,2016-17;West Ham;Leicester;1;3;2;1;0;1;2;3;2;4;1;5;1:3;1:0;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
3320,2016-17;Man City;Liverpool;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3321,2016-17;Middlesbrough;Man United;0;1;2;1;2;2;1;3;2;1;3;4;0:1;1:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3322,2016-17;Tottenham;Southampton;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3323,2016-17;Burnley;Tottenham;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
3324,2016-17;Chelsea;Crystal Palace;1;2;2;0;0;0;1;2;2;3;0;3;1:2;0:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3325,2016-17;Hull;West Ham;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3326,2016-17;Leicester;Stoke;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3327,2016-17;Liverpool;Everton;2;1;1;1;0;1;3;1;1;3;1;4;2:1;1:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3328,2016-17;Man United;West Brom;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3329,2016-17;Southampton;Bournemouth;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3330,2016-17;Watford;Sunderland;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3331,2016-17;Arsenal;Man City;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3332,2016-17;Swansea;Middlesbrough;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3333,2016-17;Burnley;Stoke;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
3334,2016-17;Leicester;Sunderland;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3335,2016-17;Man United;Everton;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
3336,2016-17;Watford;West Brom;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
3337,2016-17;Arsenal;West Ham;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
3338,2016-17;Chelsea;Man City;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
3339,2016-17;Hull;Middlesbrough;3;2;1;1;0;1;4;2;1;5;1;6;3:2;1:0;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
3340,2016-17;Liverpool;Bournemouth;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
3341,2016-17;Southampton;Crystal Palace;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3342,2016-17;Swansea;Tottenham;1;0;1;0;3;2;1;3;2;1;3;4;1:0;0:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3343,2016-17;Bournemouth;Chelsea;1;2;2;0;1;2;1;3;2;3;1;4;1:2;0:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
3344,2016-17;Man City;Hull;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
3345,2016-17;Middlesbrough;Burnley;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
3346,2016-17;Stoke;Liverpool;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
3347,2016-17;Tottenham;Watford;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
3348,2016-17;West Brom;Southampton;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
