,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
2044,2013-14;Stoke;Chelsea;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
2045,2013-14;Sunderland;Tottenham;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2046,2013-14;West Brom;Norwich;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2047,2013-14;Arsenal;Everton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2048,2013-14;Fulham;Aston Villa;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2049,2013-14;Swansea;Hull;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2050,2013-14;Cardiff;West Brom;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2051,2013-14;Chelsea;Crystal Palace;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2052,2013-14;Everton;Fulham;1;0;1;3;1;1;4;1;1;1;4;5;1:0;3:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2053,2013-14;Hull;Stoke;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2054,2013-14;Man City;Arsenal;2;1;1;4;2;1;6;3;1;3;6;9;2:1;4:2;6:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;6:3
2055,2013-14;Newcastle;Southampton;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2056,2013-14;West Ham;Sunderland;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2057,2013-14;Aston Villa;Man United;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2058,2013-14;Norwich;Swansea;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2059,2013-14;Tottenham;Liverpool;0;2;2;0;3;2;0;5;2;2;3;5;0:2;0:3;0:5;+2.5;2;no;+2.5/2;+2.5/no;2/no;5:0
2060,2013-14;Crystal Palace;Newcastle;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2061,2013-14;Fulham;Man City;0;2;2;2;2;0;2;4;2;2;4;6;0:2;2:2;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
2062,2013-14;Liverpool;Cardiff;3;0;1;0;1;2;3;1;1;3;1;4;3:0;0:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2063,2013-14;Man United;West Ham;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2064,2013-14;Stoke;Aston Villa;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2065,2013-14;Sunderland;Norwich;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2066,2013-14;West Brom;Hull;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2067,2013-14;Southampton;Tottenham;1;1;0;1;2;2;2;3;2;2;3;5;1:1;1:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2068,2013-14;Swansea;Everton;0;0;0;1;2;2;1;2;2;0;3;3;0:0;1:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2069,2013-14;Arsenal;Chelsea;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2070,2013-14;Aston Villa;Crystal Palace;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2071,2013-14;Cardiff;Southampton;0;3;2;0;0;0;0;3;2;3;0;3;0:3;0:0;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2072,2013-14;Chelsea;Swansea;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2073,2013-14;Everton;Sunderland;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2074,2013-14;Hull;Man United;2;2;0;0;1;2;2;3;2;4;1;5;2:2;0:1;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2075,2013-14;Man City;Liverpool;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2076,2013-14;Newcastle;Stoke;1;1;0;4;0;1;5;1;1;2;4;6;1:1;4:0;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
2077,2013-14;Norwich;Fulham;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2078,2013-14;Tottenham;West Brom;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2079,2013-14;West Ham;Arsenal;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2080,2013-14;Aston Villa;Swansea;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2081,2013-14;Cardiff;Sunderland;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2082,2013-14;Hull;Fulham;0;0;0;6;0;1;6;0;1;0;6;6;0:0;6:0;6:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;6:0
2083,2013-14;Man City;Crystal Palace;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2084,2013-14;Norwich;Man United;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2085,2013-14;West Ham;West Brom;1;2;2;2;1;1;3;3;0;3;3;6;1:2;2:1;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
2086,2013-14;Chelsea;Liverpool;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2087,2013-14;Everton;Southampton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2088,2013-14;Newcastle;Arsenal;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2089,2013-14;Tottenham;Stoke;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2090,2013-14;Arsenal;Cardiff;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2091,2013-14;Crystal Palace;Norwich;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2092,2013-14;Fulham;West Ham;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2093,2013-14;Liverpool;Hull;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2094,2013-14;Man United;Tottenham;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2095,2013-14;Southampton;Chelsea;0;0;0;0;3;2;0;3;2;0;3;3;0:0;0:3;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2096,2013-14;Stoke;Everton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2097,2013-14;Sunderland;Aston Villa;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2098,2013-14;Swansea;Man City;1;1;0;1;2;2;2;3;2;2;3;5;1:1;1:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2099,2013-14;West Brom;Newcastle;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2100,2013-14;Cardiff;West Ham;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2101,2013-14;Everton;Norwich;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2102,2013-14;Fulham;Sunderland;0;2;2;1;2;2;1;4;2;2;3;5;0:2;1:2;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
2103,2013-14;Hull;Chelsea;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2104,2013-14;Man United;Swansea;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2105,2013-14;Southampton;West Brom;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2106,2013-14;Tottenham;Crystal Palace;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2107,2013-14;Newcastle;Man City;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2108,2013-14;Stoke;Liverpool;2;2;0;1;3;2;3;5;2;4;4;8;2:2;1:3;3:5;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;5:3
2109,2013-14;Aston Villa;Arsenal;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2110,2013-14;Arsenal;Fulham;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2111,2013-14;Crystal Palace;Stoke;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2112,2013-14;Liverpool;Aston Villa;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2113,2013-14;Man City;Cardiff;2;1;1;2;1;1;4;2;1;3;3;6;2:1;2:1;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
2114,2013-14;Norwich;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2115,2013-14;Sunderland;Southampton;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2116,2013-14;West Ham;Newcastle;1;2;2;0;1;2;1;3;2;3;1;4;1:2;0:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2117,2013-14;Chelsea;Man United;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2118,2013-14;Swansea;Tottenham;0;1;2;1;2;2;1;3;2;1;3;4;0:1;1:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2119,2013-14;West Brom;Everton;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2120,2013-14;Crystal Palace;Hull;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2121,2013-14;Liverpool;Everton;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2122,2013-14;Man United;Cardiff;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2123,2013-14;Norwich;Newcastle;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2124,2013-14;Southampton;Arsenal;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2125,2013-14;Swansea;Fulham;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2126,2013-14;Aston Villa;West Brom;3;3;0;1;0;1;4;3;1;6;1;7;3:3;1:0;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
2127,2013-14;Chelsea;West Ham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2128,2013-14;Sunderland;Stoke;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2129,2013-14;Tottenham;Man City;0;1;2;1;4;2;1;5;2;1;5;6;0:1;1:4;1:5;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;5:1
2130,2013-14;Cardiff;Norwich;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2131,2013-14;Everton;Aston Villa;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2132,2013-14;Fulham;Southampton;0;0;0;0;3;2;0;3;2;0;3;3;0:0;0:3;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2133,2013-14;Hull;Tottenham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2134,2013-14;Newcastle;Sunderland;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2135,2013-14;Stoke;Man United;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2136,2013-14;West Ham;Swansea;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2137,2013-14;Arsenal;Crystal Palace;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2138,2013-14;West Brom;Liverpool;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2139,2013-14;Man City;Chelsea;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2140,2013-14;Aston Villa;West Ham;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2141,2013-14;Chelsea;Newcastle;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2142,2013-14;Crystal Palace;West Brom;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2143,2013-14;Liverpool;Arsenal;4;0;1;1;1;0;5;1;1;4;2;6;4:0;1:1;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
2144,2013-14;Norwich;Man City;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2145,2013-14;Southampton;Stoke;2;2;0;0;0;0;2;2;0;4;0;4;2:2;0:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2146,2013-14;Sunderland;Hull;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2147,2013-14;Swansea;Cardiff;0;0;0;3;0;1;3;0;1;0;3;3;0:0;3:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2148,2013-14;Man United;Fulham;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2149,2013-14;Tottenham;Everton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2150,2013-14;Cardiff;Aston Villa;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2151,2013-14;Hull;Southampton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2152,2013-14;West Brom;Chelsea;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2153,2013-14;West Ham;Norwich;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2154,2013-14;Arsenal;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2155,2013-14;Fulham;Liverpool;1;1;0;1;2;2;2;3;2;2;3;5;1:1;1:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2156,2013-14;Newcastle;Tottenham;0;1;2;0;3;2;0;4;2;1;3;4;0:1;0:3;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
2157,2013-14;Stoke;Swansea;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2158,2013-14;Arsenal;Sunderland;3;0;1;1;1;0;4;1;1;3;2;5;3:0;1:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2159,2013-14;Cardiff;Hull;0;2;2;0;2;2;0;4;2;2;2;4;0:2;0:2;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
2160,2013-14;Chelsea;Everton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2161,2013-14;Crystal Palace;Man United;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2162,2013-14;Man City;Stoke;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2163,2013-14;West Brom;Fulham;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2164,2013-14;West Ham;Southampton;2;1;1;1;0;1;3;1;1;3;1;4;2:1;1:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2165,2013-14;Liverpool;Swansea;3;2;1;1;1;0;4;3;1;5;2;7;3:2;1:1;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
2166,2013-14;Newcastle;Aston Villa;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2167,2013-14;Norwich;Tottenham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2168,2013-14;Everton;West Ham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2169,2013-14;Fulham;Chelsea;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2170,2013-14;Hull;Newcastle;0;2;2;1;2;2;1;4;2;2;3;5;0:2;1:2;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
2171,2013-14;Southampton;Liverpool;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2172,2013-14;Stoke;Arsenal;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2173,2013-14;Aston Villa;Norwich;4;1;1;0;0;0;4;1;1;5;0;5;4:1;0:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2174,2013-14;Swansea;Crystal Palace;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2175,2013-14;Tottenham;Cardiff;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2176,2013-14;Cardiff;Fulham;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2177,2013-14;Chelsea;Tottenham;0;0;0;4;0;1;4;0;1;0;4;4;0:0;4:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2178,2013-14;Crystal Palace;Southampton;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2179,2013-14;Norwich;Stoke;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2180,2013-14;West Brom;Man United;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2181,2013-14;Aston Villa;Chelsea;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2182,2013-14;Everton;Cardiff;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2183,2013-14;Fulham;Newcastle;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2184,2013-14;Hull;Man City;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2185,2013-14;Southampton;Norwich;1;0;1;3;2;1;4;2;1;1;5;6;1:0;3:2;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
2186,2013-14;Stoke;West Ham;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2187,2013-14;Sunderland;Crystal Palace;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2188,2013-14;Swansea;West Brom;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2189,2013-14;Man United;Liverpool;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2190,2013-14;Tottenham;Arsenal;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2191,2013-14;Cardiff;Liverpool;2;2;0;1;4;2;3;6;2;4;5;9;2:2;1:4;3:6;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;6:3
2192,2013-14;Chelsea;Arsenal;4;0;1;2;0;1;6;0;1;4;2;6;4:0;2:0;6:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;6:0
2193,2013-14;Everton;Swansea;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
2194,2013-14;Hull;West Brom;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2195,2013-14;Man City;Fulham;1;0;1;4;0;1;5;0;1;1;4;5;1:0;4:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
2196,2013-14;Newcastle;Crystal Palace;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2197,2013-14;Norwich;Sunderland;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2198,2013-14;West Ham;Man United;0;2;2;0;0;0;0;2;2;2;0;2;0:2;0:0;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2199,2013-14;Aston Villa;Stoke;1;3;2;0;1;2;1;4;2;4;1;5;1:3;0:1;1:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:1
2200,2013-14;Tottenham;Southampton;1;2;2;2;0;1;3;2;1;3;2;5;1:2;2:0;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
2201,2013-14;Arsenal;Swansea;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
